case_reference,date_info_supplied,subject,type_
FOI 15058,24/03/2021,information regarding a council invoice,FOI
FOI 15134,24/03/2021,Adult safeguarding referrals,FOI
FOI 15140,23/03/2021,Enforcement Agents,FOI
FOI 15147,23/03/2021,Waste Management,FOI
FOI 15149,23/03/2021,Residential care charges,FOI
FOI 15150,23/03/2021,Road Works,FOI
FOI 15144,23/03/2021,Business Rates Write Offs,FOI
EIR 15110,23/03/2021,Carbon Sequestration and Offsetting,EIR
FOI 15116,23/03/2021,Coroner post,FOI
FOI 15088,23/03/2021,Information relating to sexual health clinics,FOI
FOI 14674,23/03/2021,Scholar Pass for Education Transport,FOI
FOI 15002,23/03/2021,Children placed in unregulated accomodation,FOI
FOI 15014,23/03/2021,Self Isolation Payments,FOI
FOI 14598,23/03/2021,Semi-Independent Accommodation Providers,FOI
FOI 14465,23/03/2021,Compulsory Purchase Order,FOI
EIR 14822,22/03/2021,Rope Swings,EIR
FOI 15146,22/03/2021,Pub closures,FOI
FOI 15160,19/03/2021,Private and Council Owned homes,FOI
FOI 15143,19/03/2021,Information relating to pornography in schools,FOI
FOI 15092,19/03/2021,Information relating to anti money laundering.,FOI
EIR 14322,19/03/2021,Abandoned shopping trolleys,EIR
FOI 15137,18/03/2021,Farming,FOI
FOI 15166,18/03/2021,information relating to education services,FOI
FOI 14792,18/03/2021,Looked after children and care leavers EU settlement scheme,FOI
FOI 15136,17/03/2021,Resettlement,FOI
FOI 15123,16/03/2021,Information relating to bins,FOI
FOI 14934,16/03/2021,External Consultants,FOI
FOI 14935,16/03/2021,Empty Council Properties,FOI
FOI 14936,16/03/2021,food and sustenance for council staff,FOI
FOI 14959,15/03/2021,Council Tax,FOI
FOI 15125,12/03/2021,Completion notices,FOI
EIR 15126,12/03/2021,Noise complaints,EIR
FOI 15128,12/03/2021,Ravensdale infant school,FOI
FOI 15077,12/03/2021,Everybody in campaign,FOI
FOI 15099,12/03/2021,Education statistics,FOI
FOI 15119,11/03/2021,information about items considered under Part B (Press and Public excluded) at meetings of the council,FOI
FOI 15122,11/03/2021,Information relating to care homes,FOI
FOI 15117,10/03/2021,Technology Enabled Care Service,FOI
FOI 15115,09/03/2021,Nightingale Quarter,FOI
FOI 14906,09/03/2021,Motorists caught by traffic cameras,FOI
FOI 14881,09/03/2021,Social Prescribing Link Workers,FOI
FOI 15104,08/03/2021,Business Rates,FOI
FOI 15082,08/03/2021,Information relating to business rates,FOI
EIR 15085,08/03/2021,Flood Risk,EIR
FOI 15172,05/03/2021,Public Health Funerals,FOI
EIR 14882,05/03/2021,Waste Disposal,EIR
FOI 15022,05/03/2021,SEND Home to School Transport,FOI
EIR 15003,05/03/2021,Cemeteries,EIR
EIR 15006,05/03/2021,Enforcement Notices,EIR
FOI 14827,05/03/2021,Covid secure marshals,FOI
EIR 14928,04/03/2021,Fly Tipping,EIR
EIR 14732,03/03/2021,Future Transport Infrastructure schemes,EIR
FOI 15080,03/03/2021,Council Vehicles,FOI
FOI 15093,03/03/2021,Compulsory Purchase Order,FOI
FOI 15095,03/03/2021,Information relating to reablement,FOI
FOI 15105,03/03/2021,Information relating to legal statutory duties.,FOI
EIR 14623,03/03/2021,Pot holes,EIR
FOI 14558,02/03/2021,Seafood contaminants testing,FOI
FOI 15063,02/03/2021,Seized Puppies,FOI
FOI 14869,02/03/2021,Mandatory Wearing of Face Masks,FOI
EIR 14518,01/03/2021,Grass cutting/verge maintenance contractor,EIR
EIR 15056,26/02/2021,Raised speed limits,EIR
EIR 15081,26/02/2021,Road surfacing,EIR
EIR 15078,26/02/2021,Council Farmland,EIR
FOI 15076,26/02/2021,Supported Living Framework Agreement,FOI
FOI 15073,26/02/2021,Information relating to individual service funds.,FOI
FOI 15074,26/02/2021,Support Exempt Accommodation,FOI
FOI 15048,25/02/2021,Information on councils fleet of vehicles.,FOI
FOI 15038,25/02/2021,MOT Test Centres,FOI
EIR 15034,25/02/2021,On Street Charging Points,EIR
EIR 14865,25/02/2021,Statutory Undertakers,EIR
FOI 15031,25/02/2021,Looked After Children,FOI
EIR 14733,25/02/2021,School Street,EIR
FOI 14689,25/02/2021,Cycle Infrastructure,FOI
FOI 14798,25/02/2021,Parking Charges and PCN totals,FOI
FOI 14537,25/02/2021,Blue badge disabled parking permits,FOI
FOI 14530,25/02/2021,Parking Fines,FOI
EIR 14651,25/02/2021,Parking Tickets,EIR
FOI 14270,25/02/2021,Cycling Accidents,FOI
EIR 14656,24/02/2021,EV Chargers,EIR
EIR 14977,24/02/2021,Highways & Potholes Budgets,EIR
EIR 14893,24/02/2021,Traffic & Transport,EIR
EIR 15053,24/02/2021,Allestree Golf Course,EIR
FOI 15069,24/02/2021,Information relating to empty commercial properties,FOI
EIR 15071,24/02/2021,Road verges,EIR
FOI 15072,24/02/2021,Empty Commercial Properties,FOI
FOI 15124,24/02/2021,Information relating to a school contractor,FOI
FOI 15094,23/02/2021,Outstanding FOI requests,FOI
FOI 15070,23/02/2021,Information relating to marketing.,FOI
EIR 15061,23/02/2021,Nuisance Complaints,EIR
FOI 15064,23/02/2021,Test and Trace Support Payments,FOI
FOI 15065,23/02/2021,Information on COVID-19 Grants for charities.,FOI
FOI 15066,23/02/2021,Information relating to animal welfare.,FOI
FOI 15067,23/02/2021,Information regarding licensing fees,FOI
FOI 15068,23/02/2021,Information relating to  Local Restrictions Support Grant.,FOI
FOI 15047,23/02/2021,Request regarding Covid-19 complaints,FOI
FOI 14968,23/02/2021,information relating to childrens social care.,FOI
FOI 14955,23/02/2021,Self Isolation Support Payment,FOI
FOI 15004,23/02/2021,Information on the council learning management software.,FOI
FOI 14813,23/02/2021,Craft employees,FOI
FOI 14737,23/02/2021,Children's Services social workers: international recruitment,FOI
FOI 14626,23/02/2021,Equality and diversity Staff and unconscious bias training,FOI
FOI 14998,22/02/2021,Parking enforcement,FOI
FOI 15023,22/02/2021,S106 Contributions,FOI
FOI 14947,22/02/2021,Information relating to Adults with learning difficulties,FOI
FOI 15059,22/02/2021,Domestic Abuse Referrals,FOI
FOI 15060,22/02/2021,information relating to contracts,FOI
FOI 15057,19/02/2021,Information relating to councils payments system.,FOI
FOI 15055,19/02/2021,Sale of property,FOI
FOI 15049,18/02/2021,Information on Track and Trace support payments,FOI
FOI 15050,18/02/2021,Information on young carers,FOI
FOI 15051,18/02/2021,Information on byelaws regarding drones,FOI
FOI 15052,18/02/2021,Information on missing LAC.,FOI
FOI 15130,18/02/2021,Business rates information,FOI
FOI 14950,18/02/2021,Information relating to BAME employees,FOI
EIR 15024,18/02/2021,Potholes,EIR
EIR 15000,18/02/2021,Littering,EIR
FOI 15028,16/02/2021,Test and Trace Support Payment,FOI
FOI 15079,16/02/2021,Information relating to LAC mental health services.,FOI
FOI 15045,15/02/2021,School Uniform Grants,FOI
FOI 15036,15/02/2021,Disabled Facilities Grants,FOI
FOI 15041,15/02/2021,School spending on substitute teachers.,FOI
FOI 15042,15/02/2021,Request for union deductions from payroll.,FOI
FOI 14970,15/02/2021,Looked After Children Accommodation,FOI
FOI 15039,12/02/2021,School pupils' first languages,FOI
FOI 15037,12/02/2021,Test & Trace Support Payments,FOI
EIR 15035,11/02/2021,Procurement of Road Markings on Highways,EIR
FOI 15032,10/02/2021,Prisoner Voting,FOI
EIR 15012,09/02/2021,Pothole/Road Defect Repairs,EIR
FOI 14785,09/02/2021,Total number of empty residential properties,FOI
FOI 14508,09/02/2021,DERBY'S CORONAVIRUS ECONOMIC RECOVERY TASK FORCE,FOI
FOI 14413,09/02/2021,China Visits,FOI
FOI 14423,09/02/2021,Discretionary Grants,FOI
EIR 14441,09/02/2021,Events Traffic Management,EIR
FOI 15026,08/02/2021,Social Worker Workforce,FOI
FOI 15027,08/02/2021,Registered Premises,FOI
FOI 15017,05/02/2021,Business Rates,FOI
FOI 15018,05/02/2021,Business Rates,FOI
FOI 15011,05/02/2021,Business Rates,FOI
FOI 14978,05/02/2021,Looked after children,FOI
FOI 14521,05/02/2021,Active Travel Funding,FOI
FOI 14326,04/02/2021,Homelessness during Covid pandemic,FOI
FOI 15016,04/02/2021,Home Education,FOI
FOI 15007,03/02/2021,DEGF Awards,FOI
FOI 15008,03/02/2021,'Live in' care placements,FOI
FOI 14987,03/02/2021,Trading Standards Investigations,FOI
EIR 14902,03/02/2021,New Cycle Lanes,EIR
FOI 14779,03/02/2021,"Council Tax Arrears, Homelessness and Commercial rents",FOI
FOI 14744,02/02/2021,sprinkler systems in schools,FOI
EIR 14455,02/02/2021,PSPO Fines & Public Space Hire,EIR
FOI 14584,02/02/2021,Internal Communication,FOI
FOI 14148,02/02/2021,Supported living providers,FOI
FOI 14315,01/02/2021,SEN Primary & Secondary School Managed Moves,FOI
FOI 14410,01/02/2021,Training and development programmes,FOI
EIR 14696,01/02/2021,Fly Tipping,EIR
FOI 14841,01/02/2021,Transition impact assessment,FOI
FOI 14964,01/02/2021,Sport and leisure developments,FOI
EIR 14999,01/02/2021,Potholes,EIR
FOI 14995,29/01/2021,Crematorium Statistics,FOI
FOI 14996,29/01/2021,Debt Collection,FOI
FOI 14997,29/01/2021,Food Hygiene Inspection Reports,FOI
FOI 14994,28/01/2021,Substance misuse services,FOI
FOI 14517,28/01/2021,Advice services for deaf people in BSL,FOI
FOI 14993,27/01/2021,Children taken into care,FOI
FOI 14783,27/01/2021,Young People in Supported Lodgings,FOI
FOI 14828,26/01/2021,SACRE Funding,FOI
FOI 14988,26/01/2021,Breathing Space Scheme,FOI
FOI 14989,26/01/2021,Nappy and sanitary bin supply and disposal,FOI
FOI 14967,26/01/2021,Children In Care,FOI
FOI 14867,26/01/2021,Common Purpose Courses,FOI
FOI 14840,25/01/2021,Public Health commissioned services,FOI
FOI 14926,25/01/2021,Public Relations Expenditure,FOI
EIR 14965,25/01/2021,Sinfin Incinerator,EIR
FOI 14973,25/01/2021,Information relating to Housing Benefits,FOI
FOI 14985,22/01/2021,Unaccompanied under-age asylum seekers,FOI
FOI 14986,22/01/2021,Agency Contracts in Childrens Services,FOI
FOI 14982,21/01/2021,Business Rates,FOI
EIR 14976,20/01/2021,Spending on green spaces,EIR
FOI 14887,20/01/2021,Racism in local schools,FOI
FOI 15044,20/01/2021,Public Health Funerals,FOI
EIR 14971,19/01/2021,Con29 property questions,EIR
FOI 14969,19/01/2021,Number of electric car charging points.,FOI
FOI 14662,19/01/2021,Looked after children,FOI
FOI 14637,18/01/2021,Adult Social Care,FOI
FOI 14102,18/01/2021,Homecare Services,FOI
FOI 14960,15/01/2021,Safeguarding reports,FOI
FOI 14961,14/01/2021,Allestree Golf course,FOI
FOI 14958,14/01/2021,Xantura’s Covid OneView platform,FOI
FOI 14952,13/01/2021,Business rates relief,FOI
FOI 14949,13/01/2021,Deaf looked after children,FOI
FOI 15025,12/01/2021,Taxi Licensing,FOI
EIR 14932,11/01/2021,Con 29 Questions,EIR
FOI 14942,11/01/2021,LAC accommodation,FOI
FOI 14943,11/01/2021,High Needs Budget,FOI
FOI 14899,08/01/2021,Planning Appeals,FOI
FOI 14938,08/01/2021,Arson in Schools,FOI
EIR 14939,08/01/2021,CON 29 questions,EIR
FOI 14769,07/01/2021,Business Rates,FOI
EIR 14837,06/01/2021,Self-build and Custom Housebuilding Act 2015,EIR
EIR 14921,06/01/2021,Refuse Collection,EIR
FOI 14924,06/01/2021,Derby promotional information,FOI
FOI 14883,06/01/2021,COVID Support Payment,FOI
FOI 14927,05/01/2021,Travel Expenditure,FOI
FOI 14713,04/01/2021,Homecare contracts,FOI
EIR 14966,31/12/2020,Vegetation,EIR
FOI 14983,31/12/2020,Primary School vacancies as at end of Autumn term 2020,FOI
FOI 14979,31/12/2020,Applied Behavioural Analysis,FOI
EIR 14991,31/12/2020,Grave Repair/Restoration,EIR
FOI 14954,30/12/2020,School Admissions,FOI
FOI 14910,30/12/2020,Rough sleepers and homelessness,FOI
FOI 14919,30/12/2020,Domestic Abuse,FOI
FOI 14920,30/12/2020,Cost of chauffeur/taxi fares,FOI
FOI 14898,30/12/2020,Complaints & liability claims,FOI
FOI 14904,30/12/2020,Referrals concerning child criminal exploitation,FOI
EIR 14905,30/12/2020,CON29 Questions,EIR
FOI 14888,30/12/2020,IPC Grants,FOI
EIR 14872,30/12/2020,Business Miles,EIR
FOI 14831,30/12/2020,Homeless/Rough Sleepers,FOI
FOI 14894,29/12/2020,Insurer which covers your Art/History/Heritage/Museum,FOI
FOI 14918,29/12/2020,Traded Service to educational establishments,FOI
FOI 14895,24/12/2020,Care Homes,FOI
FOI 14896,24/12/2020,The Provision of Security Services,FOI
FOI 14892,24/12/2020,Information on Current Property Management Solution,FOI
FOI 14706,24/12/2020,HR Data,FOI
FOI 14885,23/12/2020,Homeless Referrals,FOI
FOI 14884,21/12/2020,Zoo Licenses,FOI
EIR 14900,21/12/2020,Rights of way management,EIR
FOI 14901,21/12/2020,Costs incurred for virtual Council Meetings,FOI
FOI 14909,21/12/2020,SEN Mediation Provider,FOI
FOI 14911,21/12/2020,Taxi Licensing,FOI
FOI 14913,21/12/2020,Contract Register,FOI
FOI 14915,21/12/2020,Section 10 Improvement Notices under the Animal Welfare Act 2006,FOI
FOI 14972,21/12/2020,Food Hygiene Inspections,FOI
FOI 14876,18/12/2020,Treasury Advisor,FOI
FOI 14812,18/12/2020,Repairs & Maintenance Services,FOI
EIR 14873,17/12/2020,Recycling and incineration,EIR
FOI 14874,17/12/2020,Completion Notices,FOI
FOI 14877,15/12/2020,Looked after children,FOI
FOI 14878,15/12/2020,Homeless deaths,FOI
EIR 14853,15/12/2020,Graffiti,EIR
FOI 14854,14/12/2020,SEND Agency Workers,FOI
EIR 14855,14/12/2020,CON29 Questions,EIR
FOI 14856,14/12/2020,Business Rates,FOI
EIR 14857,14/12/2020,Treatment & Leisure Contracts,EIR
FOI 14852,14/12/2020,Business Rates,FOI
EIR 14859,14/12/2020,Road surfacing,EIR
FOI 14860,14/12/2020,Food Hygiene Reports,FOI
FOI 14784,14/12/2020,Social Care Case Management System,FOI
EIR 14875,11/12/2020,Trees,EIR
EIR 14849,09/12/2020,CON29 Questions,EIR
FOI 14839,09/12/2020,Agency Recruitment spend,FOI
FOI 14832,08/12/2020,School Absence Fines,FOI
FOI 14848,08/12/2020,Early Years Block,FOI
FOI 14842,08/12/2020,Coronavirus grant payments,FOI
FOI 14843,08/12/2020,Car Movements,FOI
FOI 14844,08/12/2020,Complaints about puppies,FOI
FOI 14845,08/12/2020,Licensing for animals used for exhibition,FOI
FOI 14833,07/12/2020,Scrap Metal Dealer Licences,FOI
EIR 14834,07/12/2020,Neighbor noise complaints,EIR
FOI 14836,07/12/2020,Coronavirus funding,FOI
FOI 14826,07/12/2020,Penalty charge notices (PCNs),FOI
FOI 14708,04/12/2020,Motor Vehicles registered for public hire,FOI
FOI 14720,04/12/2020,Council Services,FOI
FOI 14825,03/12/2020,Psychology Professions Roles,FOI
FOI 14829,03/12/2020,Free School Meals,FOI
FOI 14830,03/12/2020,Rough Sleepers,FOI
FOI 14917,03/12/2020,Public Health Funerals,FOI
FOI 14806,02/12/2020,Community Information Directory,FOI
FOI 14782,02/12/2020,Welfare Systems,FOI
FOI 14688,02/12/2020,Zoo Inspection Reports,FOI
FOI 14263,02/12/2020,Grant Payments,FOI
FOI 14363,02/12/2020,Intranet,FOI
EIR 14669,01/12/2020,Environmental planning regulations and predicted carbon emissions for housing developments,EIR
FOI 14612,01/12/2020,Pay and Display Transactions and Income,FOI
FOI 14589,01/12/2020,Taxi Licensing,FOI
FOI 14590,01/12/2020,Taxi Licensing,FOI
FOI 14556,01/12/2020,Facilities Management,FOI
FOI 14799,01/12/2020,Covid-19 consultancy costs,FOI
FOI 14816,01/12/2020,Procurement of PPE,FOI
FOI 14818,01/12/2020,Accidents involving E-Scooters,FOI
EIR 14820,01/12/2020,CON29 Questions,EIR
FOI 14821,01/12/2020,Mould and Damp complaints,FOI
EIR 14907,01/12/2020,Planning,EIR
FOI 14851,30/11/2020,SAR Request Handling,FOI
FOI 14850,27/11/2020,Covid 19,FOI
EIR 14886,27/11/2020,Building Plans and accompanying Planning application for The Courtyard,EIR
FOI 14811,26/11/2020,Business Rates,FOI
EIR 14814,25/11/2020,Alfreton Road Closure,EIR
FOI 14815,25/11/2020,Business support grants or discretionary loans handed to MPs,FOI
EIR 14810,25/11/2020,Playgrounds,EIR
FOI 14808,25/11/2020,Business Rates,FOI
FOI 14807,24/11/2020,Empty Residential Properties and Homelessness,FOI
EIR 14802,24/11/2020,Non-recyclable waste,EIR
FOI 14803,24/11/2020,"Empty commercial properties with a rateable value of £20,000 or more",FOI
EIR 14796,23/11/2020,Road verge mowing,EIR
FOI 14797,23/11/2020,Protection from Eviction Act,FOI
FOI 14770,23/11/2020,Business Rates,FOI
EIR 14858,23/11/2020,High and medium risk flood areas,EIR
FOI 14776,20/11/2020,Suppliers subcontractors and consultants for Derby Swimming Pool Complex,FOI
FOI 14794,20/11/2020,Accessible Housing,FOI
EIR 14795,20/11/2020,William Davis Oak Grange Development Flood Risk,EIR
FOI 14486,20/11/2020,Food Hygiene - Royal Derby Hospital,FOI
EIR 14577,19/11/2020,Dog Fouling and Littering,EIR
EIR 14649,19/11/2020,Anti-litter,EIR
FOI 14788,19/11/2020,Health Workers in the Youth Offending Team,FOI
FOI 14789,19/11/2020,SEND Funding Allocations,FOI
FOI 14786,19/11/2020,Care Home contact,FOI
FOI 14767,19/11/2020,Housing Related Support Worker,FOI
FOI 14754,19/11/2020,Homeless Service Users,FOI
FOI 14864,19/11/2020,Paupers funerals,FOI
FOI 14766,18/11/2020,Allestree Park Golf course,FOI
FOI 14777,17/11/2020,'Designated accommodation' for those who are covid positive,FOI
FOI 14778,17/11/2020,Looked After Children,FOI
FOI 14780,17/11/2020,Costs incurred for Judicial Review Planning Cases and Planning Appeals,FOI
FOI 14684,17/11/2020,Staff furlough and redundancies,FOI
FOI 14727,16/11/2020,Adult Social Care,FOI
FOI 14739,16/11/2020,Exempt Accommodation & Support Exempt Accommodation,FOI
FOI 14775,16/11/2020,Change of use applications,FOI
FOI 14771,16/11/2020,Vision impairment education services,FOI
FOI 14772,16/11/2020,The National Transfer Scheme,FOI
FOI 14847,16/11/2020,Business Rate Credit Balances,FOI
EIR 14761,13/11/2020,Planning Permission Applications,EIR
FOI 14764,13/11/2020,UPRN and BA references for business premises,FOI
EIR 14765,13/11/2020,New homes built on floodplains,EIR
FOI 14824,13/11/2020,Face mask complaints,FOI
FOI 14757,12/11/2020,Dog Breeding Licenses,FOI
FOI 14721,12/11/2020,Sprinklers in Schools,FOI
FOI 14746,11/11/2020,Child Adoption Application Rejections,FOI
EIR 14747,11/11/2020,Contact Details - Highways,EIR
FOI 14752,11/11/2020,School Fines,FOI
FOI 14753,11/11/2020,Derby Market Hall Officers,FOI
FOI 14743,11/11/2020,BT Acoustic Shock Reporting,FOI
FOI 14750,11/11/2020,Adoption,FOI
FOI 14755,11/11/2020,Council Taxs,FOI
EIR 14763,11/11/2020,CON29 Questions,EIR
FOI 14835,10/11/2020,Council Tax,FOI
EIR 14749,10/11/2020,Waste Recovery Facility,EIR
FOI 14741,10/11/2020,Food Hygiene Inspections,FOI
FOI 14742,10/11/2020,Compensation to teachers or teaching assistants,FOI
FOI 14670,10/11/2020,SARS-COV2 outbreaks in educational settings,FOI
EIR 14740,09/11/2020,Bridges,EIR
FOI 14735,09/11/2020,Imported pets,FOI
FOI 14736,09/11/2020,Supply Teachers (E02 and E26),FOI
FOI 14738,06/11/2020,FOI & Complaints Service,FOI
FOI 14729,06/11/2020,Education Scrutiny Committee,FOI
EIR 14730,06/11/2020,Planning Appeal Costs,EIR
FOI 14731,06/11/2020,Financial Decisions Impact,FOI
EIR 14728,05/11/2020,Pot Holes,EIR
FOI 14726,05/11/2020,Early years and children’s centre,FOI
EIR 14680,04/11/2020,Section 106,EIR
FOI 14703,04/11/2020,Bus Transport,FOI
FOI 14819,04/11/2020,Public Health Funerals,FOI
FOI 14639,04/11/2020,Animal Welfare in Lockdown,FOI
FOI 14611,03/11/2020,Neighbour complaints during Christmas,FOI
EIR 14658,03/11/2020,Air Quality,EIR
FOI 14624,03/11/2020,Interpreting Services,FOI
FOI 13973,03/11/2020,Semi Independent homes and HMOs,FOI
EIR 14724,03/11/2020,Derby and Derbyshire Joint Waste Treatment Facility costs,EIR
EIR 14722,03/11/2020,School Parking,EIR
FOI 14717,03/11/2020,Land Charges claims,FOI
EIR 14719,03/11/2020,Smoke control areas,EIR
EIR 14714,02/11/2020,Japanese Knotweed,EIR
FOI 14715,02/11/2020,Resettled refugee children,FOI
FOI 14716,02/11/2020,Education Team Structure,FOI
FOI 14580,02/11/2020,Property measurements and green spaces,FOI
FOI 14604,30/10/2020,Semi-independent placements,FOI
FOI 14698,30/10/2020,Home Office Consultations,FOI
EIR 14694,30/10/2020,Air Conditioning Inspection Report,EIR
EIR 14712,30/10/2020,Recycling Centres CCTV,EIR
FOI 14723,30/10/2020,Elective Home Education,FOI
FOI 14809,30/10/2020,Registration of skin piercing practitioners contact,FOI
EIR 14605,29/10/2020,Siddals Road bus lane PCN,EIR
FOI 14596,29/10/2020,Treasury Advisor Contract,FOI
FOI 14629,29/10/2020,Electric vehicle charging points,FOI
FOI 14635,29/10/2020,Public Toilet Availability,FOI
EIR 14572,29/10/2020,Dog Fouling,EIR
EIR 14573,29/10/2020,Graffiti Removal,EIR
EIR 14546,29/10/2020,Noise complaints,EIR
FOI 13913,28/10/2020,Affordable Housing,FOI
FOI 14699,28/10/2020,Children Services Management Systems,FOI
FOI 14700,28/10/2020,Prevention Duty - Homelessness,FOI
FOI 14701,28/10/2020,Company Voluntary Arrangements,FOI
FOI 14704,28/10/2020,Business Rates,FOI
FOI 14705,28/10/2020,Business Rates,FOI
FOI 14709,28/10/2020,Water Coolers Contract,FOI
EIR 14710,28/10/2020,Traffic Regulation Orders,EIR
FOI 14693,27/10/2020,Records Management,FOI
FOI 14697,26/10/2020,Whistleblowing policy,FOI
FOI 14695,26/10/2020,Education Services for Deaf Children,FOI
FOI 14593,26/10/2020,Interpreting and Translation Services,FOI
EIR 14659,23/10/2020,Herbicide Use,EIR
EIR 14532,23/10/2020,Fly-Tipping,EIR
EIR 14533,23/10/2020,Free provision of dog poo bags to residents,EIR
EIR 14505,22/10/2020,Raynesway HWRC,EIR
FOI 14506,22/10/2020,Fines issued for idling vehicle engines,FOI
FOI 14259,22/10/2020,Number of children in unregulated accommodation,FOI
EIR 14075,22/10/2020,Residential buildings with ACM cladding,EIR
FOI 14690,22/10/2020,Childcare providers insurance liability,FOI
FOI 14685,22/10/2020,Enforcement of standards in private rented homes,FOI
FOI 14687,22/10/2020,Public Health Funerals,FOI
FOI 14682,22/10/2020,Details of who authorises Council Tax letters,FOI
FOI 14683,21/10/2020,SEN,FOI
EIR 14678,21/10/2020,Carbon reductions of Housing Stock,EIR
FOI 14679,21/10/2020,Business Rates,FOI
FOI 14569,21/10/2020,Learning Disabilities in long term care,FOI
FOI 14636,21/10/2020,Domestic Abuse,FOI
FOI 14675,20/10/2020,Child Safeguarding,FOI
FOI 14677,20/10/2020,Children de-registered from local-authority-provided education & number of education staff who have resigned their from their roles,FOI
FOI 14673,20/10/2020,Outsourced ICT Services,FOI
FOI 14774,20/10/2020,Public Health Funerals,FOI
FOI 14672,19/10/2020,Microsoft Enterprise Agreement,FOI
FOI 14667,16/10/2020,Residential Children's Homes,FOI
EIR 14668,16/10/2020,Castleward Urban Village regeneration scheme,EIR
EIR 14664,16/10/2020,Con29 Questions,EIR
FOI 14666,15/10/2020,Commercial property investment,FOI
EIR 14663,15/10/2020,Con29 Questions,EIR
FOI 14657,14/10/2020,Deprivation of Liberty Safeguards 2019 and 2020,FOI
EIR 14653,14/10/2020,Con29,EIR
FOI 14655,14/10/2020,Council Tax on vacant and second homes,FOI
FOI 14661,13/10/2020,Micro Mobility,FOI
EIR 14650,13/10/2020,Local Authority Search,EIR
EIR 14652,13/10/2020,Winter Gritting,EIR
EIR 14503,13/10/2020,Compulsory Purchase Order,EIR
FOI 14398,13/10/2020,Children's Residential Homes,FOI
FOI 14644,12/10/2020,private hire vehicle and hackney carriage,FOI
FOI 14645,12/10/2020,Drug & Alcohol services (substance misuse,FOI
FOI 14660,12/10/2020,Business Rates,FOI
FOI 14638,08/10/2020,Sport Coaches,FOI
FOI 14633,08/10/2020,Measures taken to prevent the transmission of COVID 19 on School buses,FOI
FOI 14641,08/10/2020,Postal Services Costs,FOI
EIR 14642,08/10/2020,Judicial Review Claims,EIR
FOI 14576,08/10/2020,Business rates,FOI
FOI 14587,07/10/2020,Food Poverty,FOI
FOI 14567,07/10/2020,Foster Care Placement,FOI
FOI 14628,07/10/2020,Business rates,FOI
FOI 14625,07/10/2020,Licensing Manager for Animal / Dog licensing  contact details,FOI
FOI 14630,06/10/2020,Supply Chain Contracts,FOI
EIR 14619,06/10/2020,Various Con29,EIR
FOI 14620,06/10/2020,Recruitment,FOI
FOI 14621,06/10/2020,Population of young adult males in Kingsway,FOI
FOI 14547,06/10/2020,School Buses,FOI
EIR 14614,05/10/2020,Noise pollution officers,EIR
FOI 14615,05/10/2020,Council tax for second homes,FOI
FOI 14707,05/10/2020,Public Health information,FOI
FOI 14617,02/10/2020,Providers of services to Derby City Council,FOI
EIR 14608,02/10/2020,Castleward Urban Village regeneration scheme,EIR
FOI 14606,02/10/2020,Wage comparison,FOI
FOI 14643,02/10/2020,Workforce/Education Service,FOI
FOI 14599,01/10/2020,July Payments,FOI
FOI 14600,01/10/2020,Small Business Grant,FOI
FOI 14601,01/10/2020,Food Hygiene Reports for July 20,FOI
FOI 14602,01/10/2020,School software support,FOI
FOI 14525,01/10/2020,Consultancies,FOI
FOI 14563,30/09/2020,Looked after children,FOI
FOI 14585,30/09/2020,Palantir Technologies,FOI
FOI 14586,30/09/2020,Begging Fines,FOI
FOI 14583,30/09/2020,Council Spokeperson,FOI
FOI 14594,30/09/2020,Environmental Enforcement Services,FOI
EIR 14595,30/09/2020,Environment Complaints,EIR
FOI 14591,29/09/2020,Council Tax Arrears,FOI
FOI 14592,29/09/2020,Real Time Bus Information,FOI
EIR 14582,29/09/2020,Export of plastic waste,EIR
FOI 14588,29/09/2020,Business Rates,FOI
FOI 14578,28/09/2020,Complementary and Alternative medicines (CAM) practitioners,FOI
FOI 14632,28/09/2020,Bereavement services,FOI
FOI 14581,25/09/2020,Business Rates,FOI
FOI 14514,25/09/2020,Domestic Homicide Reviews,FOI
FOI 14571,24/09/2020,Business Rates,FOI
EIR 14574,24/09/2020,Noise Complaints,EIR
FOI 14607,24/09/2020,Semi Independent Accommodation Framework,FOI
FOI 14579,23/09/2020,Business Rates,FOI
FOI 14564,23/09/2020,Christmas Decorations,FOI
EIR 14565,23/09/2020,Planning for Old Hall Site Littleover,EIR
FOI 14554,22/09/2020,Homelessness,FOI
FOI 14561,22/09/2020,Homeless Funding,FOI
FOI 14344,22/09/2020,Supply and Contracts for Gas and Electricity,FOI
FOI 14459,21/09/2020,DHP and Hardship payments,FOI
FOI 14557,21/09/2020,Care Leavers,FOI
FOI 14559,21/09/2020,Rough Sleepers,FOI
FOI 14560,21/09/2020,Risk-based verification software,FOI
FOI 14665,21/09/2020,Brexit,FOI
EIR 14478,18/09/2020,Derby Homes Waste Management License,EIR
FOI 14480,18/09/2020,WAN contract,FOI
FOI 14436,17/09/2020,Commercial property information,FOI
FOI 14555,17/09/2020,Hotel/B&B Accommodation for Homeless people,FOI
FOI 14548,17/09/2020,Food Hygiene Reports,FOI
EIR 14549,17/09/2020,Parking Fines,EIR
EIR 14550,17/09/2020,CON29 questions,EIR
EIR 14544,17/09/2020,Municipal waste composition report,EIR
FOI 14545,17/09/2020,Community Equipment,FOI
